"GAL3.allele"	"GAL80.allele"	"GAL4.allele"
"GAL3.WT"	"GAL80.22"	"GAL4.16"
"GAL3.WT"	"GAL80.22"	"GAL4.17"
"GAL3.WT"	"GAL80.22"	"GAL4.18"
"GAL3.WT"	"GAL80.22"	"GAL4.19"
"GAL3.WT"	"GAL80.22"	"GAL4.20"
"GAL3.WT"	"GAL80.22"	"GAL4.21"
"GAL3.WT"	"GAL80.22"	"GAL4.22"
"GAL3.WT"	"GAL80.22"	"GAL4.23"
"GAL3.WT"	"GAL80.22"	"GAL4.24"
"GAL3.WT"	"GAL80.22"	"GAL4.25"
"GAL3.WT"	"GAL80.22"	"GAL4.26"
"GAL3.WT"	"GAL80.22"	"GAL4.27"
"GAL3.WT"	"GAL80.22"	"GAL4.28"
"GAL3.WT"	"GAL80.22"	"GAL4.29"
"GAL3.WT"	"GAL80.22"	"GAL4.30"
"GAL3.WT"	"GAL80.22"	"GAL4.31"
"GAL3.WT"	"GAL80.22"	"GAL4.32"
"GAL3.WT"	"GAL80.22"	"GAL4.33"
"GAL3.WT"	"GAL80.22"	"GAL4.34"
"GAL3.WT"	"GAL80.22"	"GAL4.35"
"GAL3.WT"	"GAL80.22"	"GAL4.36"
"GAL3.WT"	"GAL80.22"	"GAL4.37"
"GAL3.WT"	"GAL80.22"	"GAL4.38"
"GAL3.WT"	"GAL80.22"	"GAL4.39"
"GAL3.WT"	"GAL80.22"	"GAL4.40"
"GAL3.WT"	"GAL80.22"	"GAL4.41"
"GAL3.WT"	"GAL80.22"	"GAL4.42"
"GAL3.WT"	"GAL80.22"	"GAL4.43"
"GAL3.WT"	"GAL80.22"	"GAL4.44"
"GAL3.WT"	"GAL80.22"	"GAL4.45"
"GAL3.WT"	"GAL80.22"	"GAL4.46"
"GAL3.WT"	"GAL80.22"	"GAL4.47"
"GAL3.WT"	"GAL80.22"	"GAL4.48"
"GAL3.WT"	"GAL80.23"	"GAL4.01"
"GAL3.WT"	"GAL80.23"	"GAL4.02"
"GAL3.WT"	"GAL80.23"	"GAL4.03"
"GAL3.WT"	"GAL80.23"	"GAL4.04"
"GAL3.WT"	"GAL80.23"	"GAL4.05"
"GAL3.WT"	"GAL80.23"	"GAL4.06"
"GAL3.WT"	"GAL80.23"	"GAL4.07"
"GAL3.WT"	"GAL80.23"	"GAL4.08"
"GAL3.WT"	"GAL80.23"	"GAL4.09"
"GAL3.WT"	"GAL80.23"	"GAL4.10"
"GAL3.WT"	"GAL80.23"	"GAL4.11"
"GAL3.WT"	"GAL80.23"	"GAL4.12"
"GAL3.WT"	"GAL80.23"	"GAL4.13"
"GAL3.WT"	"GAL80.23"	"GAL4.14"
"GAL3.WT"	"GAL80.23"	"GAL4.15"
"GAL3.WT"	"GAL80.23"	"GAL4.16"
"GAL3.WT"	"GAL80.23"	"GAL4.17"
"GAL3.WT"	"GAL80.23"	"GAL4.18"
"GAL3.WT"	"GAL80.23"	"GAL4.19"
"GAL3.WT"	"GAL80.23"	"GAL4.20"
"GAL3.WT"	"GAL80.23"	"GAL4.21"
"GAL3.WT"	"GAL80.23"	"GAL4.22"
"GAL3.WT"	"GAL80.23"	"GAL4.23"
"GAL3.WT"	"GAL80.23"	"GAL4.24"
"GAL3.WT"	"GAL80.23"	"GAL4.25"
"GAL3.WT"	"GAL80.23"	"GAL4.26"
"GAL3.WT"	"GAL80.23"	"GAL4.27"
"GAL3.WT"	"GAL80.23"	"GAL4.28"
"GAL3.WT"	"GAL80.23"	"GAL4.29"
"GAL3.WT"	"GAL80.23"	"GAL4.30"
"GAL3.WT"	"GAL80.23"	"GAL4.31"
"GAL3.WT"	"GAL80.23"	"GAL4.32"
"GAL3.WT"	"GAL80.23"	"GAL4.33"
"GAL3.WT"	"GAL80.23"	"GAL4.34"
"GAL3.WT"	"GAL80.23"	"GAL4.35"
"GAL3.WT"	"GAL80.23"	"GAL4.36"
"GAL3.WT"	"GAL80.23"	"GAL4.37"
"GAL3.WT"	"GAL80.23"	"GAL4.38"
"GAL3.WT"	"GAL80.23"	"GAL4.39"
"GAL3.WT"	"GAL80.23"	"GAL4.40"
"GAL3.WT"	"GAL80.23"	"GAL4.41"
"GAL3.WT"	"GAL80.23"	"GAL4.42"
"GAL3.WT"	"GAL80.23"	"GAL4.43"
"GAL3.WT"	"GAL80.23"	"GAL4.44"
"GAL3.WT"	"GAL80.23"	"GAL4.45"
"GAL3.WT"	"GAL80.23"	"GAL4.46"
"GAL3.WT"	"GAL80.23"	"GAL4.47"
"GAL3.WT"	"GAL80.23"	"GAL4.48"
"GAL3.WT"	"GAL80.24"	"GAL4.01"
"GAL3.WT"	"GAL80.24"	"GAL4.02"
"GAL3.WT"	"GAL80.24"	"GAL4.03"
"GAL3.WT"	"GAL80.24"	"GAL4.04"
"GAL3.WT"	"GAL80.24"	"GAL4.05"
"GAL3.WT"	"GAL80.24"	"GAL4.06"
"GAL3.WT"	"GAL80.24"	"GAL4.07"
"GAL3.WT"	"GAL80.24"	"GAL4.08"
"GAL3.WT"	"GAL80.24"	"GAL4.09"
"GAL3.WT"	"GAL80.24"	"GAL4.10"
"GAL3.WT"	"GAL80.24"	"GAL4.11"
"GAL3.WT"	"GAL80.24"	"GAL4.12"
"GAL3.WT"	"GAL80.24"	"GAL4.13"
"GAL3.WT"	"GAL80.24"	"GAL4.14"
"GAL3.WT"	"GAL80.24"	"GAL4.15"
"GAL3.WT"	"GAL80.24"	"GAL4.16"
"GAL3.WT"	"GAL80.24"	"GAL4.17"
"GAL3.WT"	"GAL80.24"	"GAL4.18"
"GAL3.WT"	"GAL80.24"	"GAL4.19"
"GAL3.WT"	"GAL80.24"	"GAL4.20"
"GAL3.WT"	"GAL80.24"	"GAL4.21"
"GAL3.WT"	"GAL80.24"	"GAL4.22"
"GAL3.WT"	"GAL80.24"	"GAL4.23"
"GAL3.WT"	"GAL80.24"	"GAL4.24"
"GAL3.WT"	"GAL80.24"	"GAL4.25"
"GAL3.WT"	"GAL80.24"	"GAL4.26"
"GAL3.WT"	"GAL80.24"	"GAL4.27"
"GAL3.WT"	"GAL80.24"	"GAL4.28"
"GAL3.WT"	"GAL80.24"	"GAL4.29"
"GAL3.WT"	"GAL80.24"	"GAL4.30"
"GAL3.WT"	"GAL80.24"	"GAL4.31"
"GAL3.WT"	"GAL80.24"	"GAL4.32"
"GAL3.WT"	"GAL80.24"	"GAL4.33"
"GAL3.WT"	"GAL80.24"	"GAL4.34"
"GAL3.WT"	"GAL80.24"	"GAL4.35"
"GAL3.WT"	"GAL80.24"	"GAL4.36"
"GAL3.WT"	"GAL80.24"	"GAL4.37"
"GAL3.WT"	"GAL80.24"	"GAL4.38"
"GAL3.WT"	"GAL80.24"	"GAL4.39"
"GAL3.WT"	"GAL80.24"	"GAL4.40"
"GAL3.WT"	"GAL80.24"	"GAL4.41"
"GAL3.WT"	"GAL80.24"	"GAL4.42"
"GAL3.WT"	"GAL80.24"	"GAL4.43"
"GAL3.WT"	"GAL80.24"	"GAL4.44"
"GAL3.WT"	"GAL80.24"	"GAL4.45"
"GAL3.WT"	"GAL80.24"	"GAL4.46"
"GAL3.WT"	"GAL80.24"	"GAL4.47"
"GAL3.WT"	"GAL80.24"	"GAL4.48"
"GAL3.WT"	"GAL80.25"	"GAL4.01"
"GAL3.WT"	"GAL80.25"	"GAL4.02"
"GAL3.WT"	"GAL80.25"	"GAL4.03"
"GAL3.WT"	"GAL80.25"	"GAL4.04"
"GAL3.WT"	"GAL80.25"	"GAL4.05"
"GAL3.WT"	"GAL80.25"	"GAL4.06"
"GAL3.WT"	"GAL80.25"	"GAL4.07"
"GAL3.WT"	"GAL80.25"	"GAL4.08"
"GAL3.WT"	"GAL80.25"	"GAL4.09"
"GAL3.WT"	"GAL80.25"	"GAL4.10"
"GAL3.WT"	"GAL80.25"	"GAL4.11"
"GAL3.WT"	"GAL80.25"	"GAL4.12"
"GAL3.WT"	"GAL80.25"	"GAL4.13"
"GAL3.WT"	"GAL80.25"	"GAL4.14"
"GAL3.WT"	"GAL80.25"	"GAL4.15"
"GAL3.WT"	"GAL80.25"	"GAL4.16"
"GAL3.WT"	"GAL80.25"	"GAL4.17"
"GAL3.WT"	"GAL80.25"	"GAL4.18"
"GAL3.WT"	"GAL80.25"	"GAL4.19"
"GAL3.WT"	"GAL80.25"	"GAL4.20"
"GAL3.WT"	"GAL80.25"	"GAL4.21"
"GAL3.WT"	"GAL80.25"	"GAL4.22"
"GAL3.WT"	"GAL80.25"	"GAL4.23"
"GAL3.WT"	"GAL80.25"	"GAL4.24"
"GAL3.WT"	"GAL80.25"	"GAL4.25"
"GAL3.WT"	"GAL80.25"	"GAL4.26"
"GAL3.WT"	"GAL80.25"	"GAL4.27"
"GAL3.WT"	"GAL80.25"	"GAL4.28"
"GAL3.WT"	"GAL80.25"	"GAL4.29"
"GAL3.WT"	"GAL80.25"	"GAL4.30"
"GAL3.WT"	"GAL80.25"	"GAL4.31"
"GAL3.WT"	"GAL80.25"	"GAL4.32"
"GAL3.WT"	"GAL80.25"	"GAL4.33"
"GAL3.WT"	"GAL80.25"	"GAL4.34"
"GAL3.WT"	"GAL80.25"	"GAL4.35"
"GAL3.WT"	"GAL80.25"	"GAL4.36"
"GAL3.WT"	"GAL80.25"	"GAL4.37"
"GAL3.WT"	"GAL80.25"	"GAL4.38"
"GAL3.WT"	"GAL80.25"	"GAL4.39"
"GAL3.WT"	"GAL80.25"	"GAL4.40"
"GAL3.WT"	"GAL80.25"	"GAL4.41"
"GAL3.WT"	"GAL80.25"	"GAL4.42"
"GAL3.WT"	"GAL80.25"	"GAL4.43"
"GAL3.WT"	"GAL80.25"	"GAL4.44"
"GAL3.WT"	"GAL80.25"	"GAL4.45"
"GAL3.WT"	"GAL80.25"	"GAL4.46"
"GAL3.WT"	"GAL80.25"	"GAL4.47"
"GAL3.WT"	"GAL80.25"	"GAL4.48"
"GAL3.WT"	"GAL80.26"	"GAL4.01"
"GAL3.WT"	"GAL80.26"	"GAL4.02"
"GAL3.WT"	"GAL80.26"	"GAL4.03"
"GAL3.WT"	"GAL80.26"	"GAL4.04"
"GAL3.WT"	"GAL80.26"	"GAL4.05"
"GAL3.WT"	"GAL80.26"	"GAL4.06"
"GAL3.WT"	"GAL80.26"	"GAL4.07"
"GAL3.WT"	"GAL80.26"	"GAL4.08"
"GAL3.WT"	"GAL80.26"	"GAL4.09"
"GAL3.WT"	"GAL80.26"	"GAL4.10"
"GAL3.WT"	"GAL80.26"	"GAL4.11"
"GAL3.WT"	"GAL80.26"	"GAL4.12"
"GAL3.WT"	"GAL80.26"	"GAL4.13"
"GAL3.WT"	"GAL80.26"	"GAL4.14"
"GAL3.WT"	"GAL80.26"	"GAL4.15"
"GAL3.WT"	"GAL80.26"	"GAL4.16"
"GAL3.WT"	"GAL80.26"	"GAL4.17"
"GAL3.WT"	"GAL80.26"	"GAL4.18"
"GAL3.WT"	"GAL80.26"	"GAL4.19"
"GAL3.WT"	"GAL80.26"	"GAL4.20"
"GAL3.WT"	"GAL80.26"	"GAL4.21"
"GAL3.WT"	"GAL80.26"	"GAL4.22"
"GAL3.WT"	"GAL80.26"	"GAL4.23"
"GAL3.WT"	"GAL80.26"	"GAL4.24"
"GAL3.WT"	"GAL80.26"	"GAL4.25"
"GAL3.WT"	"GAL80.26"	"GAL4.26"
"GAL3.WT"	"GAL80.26"	"GAL4.27"
"GAL3.WT"	"GAL80.26"	"GAL4.28"
"GAL3.WT"	"GAL80.26"	"GAL4.29"
"GAL3.WT"	"GAL80.26"	"GAL4.30"
"GAL3.WT"	"GAL80.26"	"GAL4.31"
"GAL3.WT"	"GAL80.26"	"GAL4.32"
"GAL3.WT"	"GAL80.26"	"GAL4.33"
"GAL3.WT"	"GAL80.26"	"GAL4.34"
"GAL3.WT"	"GAL80.26"	"GAL4.35"
"GAL3.WT"	"GAL80.26"	"GAL4.36"
"GAL3.WT"	"GAL80.26"	"GAL4.37"
"GAL3.WT"	"GAL80.26"	"GAL4.38"
"GAL3.WT"	"GAL80.26"	"GAL4.39"
"GAL3.WT"	"GAL80.26"	"GAL4.40"
"GAL3.WT"	"GAL80.26"	"GAL4.41"
"GAL3.WT"	"GAL80.26"	"GAL4.42"
"GAL3.WT"	"GAL80.26"	"GAL4.43"
"GAL3.WT"	"GAL80.26"	"GAL4.44"
"GAL3.WT"	"GAL80.26"	"GAL4.45"
"GAL3.WT"	"GAL80.26"	"GAL4.46"
"GAL3.WT"	"GAL80.26"	"GAL4.47"
"GAL3.WT"	"GAL80.26"	"GAL4.48"
"GAL3.WT"	"GAL80.27"	"GAL4.01"
"GAL3.WT"	"GAL80.27"	"GAL4.02"
"GAL3.WT"	"GAL80.27"	"GAL4.03"
"GAL3.WT"	"GAL80.27"	"GAL4.04"
"GAL3.WT"	"GAL80.27"	"GAL4.05"
"GAL3.WT"	"GAL80.27"	"GAL4.06"
"GAL3.WT"	"GAL80.27"	"GAL4.07"
"GAL3.WT"	"GAL80.27"	"GAL4.08"
"GAL3.WT"	"GAL80.27"	"GAL4.09"
"GAL3.WT"	"GAL80.27"	"GAL4.10"
"GAL3.WT"	"GAL80.27"	"GAL4.11"
"GAL3.WT"	"GAL80.27"	"GAL4.12"
"GAL3.WT"	"GAL80.27"	"GAL4.13"
"GAL3.WT"	"GAL80.27"	"GAL4.14"
"GAL3.WT"	"GAL80.27"	"GAL4.15"
"GAL3.WT"	"GAL80.27"	"GAL4.16"
"GAL3.WT"	"GAL80.27"	"GAL4.17"
"GAL3.WT"	"GAL80.27"	"GAL4.18"
"GAL3.WT"	"GAL80.27"	"GAL4.19"
"GAL3.WT"	"GAL80.27"	"GAL4.20"
"GAL3.WT"	"GAL80.27"	"GAL4.21"
"GAL3.WT"	"GAL80.27"	"GAL4.22"
"GAL3.WT"	"GAL80.27"	"GAL4.23"
"GAL3.WT"	"GAL80.27"	"GAL4.24"
"GAL3.WT"	"GAL80.27"	"GAL4.25"
"GAL3.WT"	"GAL80.27"	"GAL4.26"
"GAL3.WT"	"GAL80.27"	"GAL4.27"
"GAL3.WT"	"GAL80.27"	"GAL4.28"
"GAL3.WT"	"GAL80.27"	"GAL4.29"
"GAL3.WT"	"GAL80.27"	"GAL4.30"
"GAL3.WT"	"GAL80.27"	"GAL4.31"
"GAL3.WT"	"GAL80.27"	"GAL4.32"
"GAL3.WT"	"GAL80.27"	"GAL4.33"
"GAL3.WT"	"GAL80.27"	"GAL4.34"
"GAL3.WT"	"GAL80.27"	"GAL4.35"
"GAL3.WT"	"GAL80.27"	"GAL4.36"
"GAL3.WT"	"GAL80.27"	"GAL4.37"
"GAL3.WT"	"GAL80.27"	"GAL4.38"
"GAL3.WT"	"GAL80.27"	"GAL4.39"
"GAL3.WT"	"GAL80.27"	"GAL4.40"
"GAL3.WT"	"GAL80.27"	"GAL4.41"
"GAL3.WT"	"GAL80.27"	"GAL4.42"
"GAL3.WT"	"GAL80.27"	"GAL4.43"
"GAL3.WT"	"GAL80.27"	"GAL4.44"
"GAL3.WT"	"GAL80.27"	"GAL4.45"
"GAL3.WT"	"GAL80.27"	"GAL4.46"
"GAL3.WT"	"GAL80.27"	"GAL4.47"
"GAL3.WT"	"GAL80.27"	"GAL4.48"
"GAL3.WT"	"GAL80.28"	"GAL4.01"
"GAL3.WT"	"GAL80.28"	"GAL4.02"
"GAL3.WT"	"GAL80.28"	"GAL4.03"
"GAL3.WT"	"GAL80.28"	"GAL4.04"
"GAL3.WT"	"GAL80.28"	"GAL4.05"
"GAL3.WT"	"GAL80.28"	"GAL4.06"
"GAL3.WT"	"GAL80.28"	"GAL4.07"
"GAL3.WT"	"GAL80.28"	"GAL4.08"
"GAL3.WT"	"GAL80.28"	"GAL4.09"
"GAL3.WT"	"GAL80.28"	"GAL4.10"
"GAL3.WT"	"GAL80.28"	"GAL4.11"
"GAL3.WT"	"GAL80.28"	"GAL4.12"
"GAL3.WT"	"GAL80.28"	"GAL4.13"
"GAL3.WT"	"GAL80.28"	"GAL4.14"
"GAL3.WT"	"GAL80.28"	"GAL4.15"
"GAL3.WT"	"GAL80.28"	"GAL4.16"
"GAL3.WT"	"GAL80.28"	"GAL4.17"
"GAL3.WT"	"GAL80.28"	"GAL4.18"
"GAL3.WT"	"GAL80.28"	"GAL4.19"
"GAL3.WT"	"GAL80.28"	"GAL4.20"
"GAL3.WT"	"GAL80.28"	"GAL4.21"
"GAL3.WT"	"GAL80.28"	"GAL4.22"
"GAL3.WT"	"GAL80.28"	"GAL4.23"
"GAL3.WT"	"GAL80.28"	"GAL4.24"
"GAL3.WT"	"GAL80.28"	"GAL4.25"
"GAL3.WT"	"GAL80.28"	"GAL4.26"
"GAL3.WT"	"GAL80.28"	"GAL4.27"
"GAL3.WT"	"GAL80.28"	"GAL4.28"
"GAL3.WT"	"GAL80.28"	"GAL4.29"
"GAL3.WT"	"GAL80.28"	"GAL4.30"
"GAL3.WT"	"GAL80.28"	"GAL4.31"
"GAL3.WT"	"GAL80.28"	"GAL4.32"
"GAL3.WT"	"GAL80.28"	"GAL4.33"
"GAL3.WT"	"GAL80.28"	"GAL4.34"
"GAL3.WT"	"GAL80.28"	"GAL4.35"
"GAL3.WT"	"GAL80.28"	"GAL4.36"
"GAL3.WT"	"GAL80.28"	"GAL4.37"
"GAL3.WT"	"GAL80.28"	"GAL4.38"
"GAL3.WT"	"GAL80.28"	"GAL4.39"
"GAL3.WT"	"GAL80.28"	"GAL4.40"
"GAL3.WT"	"GAL80.28"	"GAL4.41"
"GAL3.WT"	"GAL80.28"	"GAL4.42"
"GAL3.WT"	"GAL80.28"	"GAL4.43"
"GAL3.WT"	"GAL80.28"	"GAL4.44"
"GAL3.WT"	"GAL80.28"	"GAL4.45"
"GAL3.WT"	"GAL80.28"	"GAL4.46"
"GAL3.WT"	"GAL80.28"	"GAL4.47"
"GAL3.WT"	"GAL80.28"	"GAL4.48"
"GAL3.WT"	"GAL80.29"	"GAL4.01"
"GAL3.WT"	"GAL80.29"	"GAL4.02"
"GAL3.WT"	"GAL80.29"	"GAL4.03"
"GAL3.WT"	"GAL80.29"	"GAL4.04"
"GAL3.WT"	"GAL80.29"	"GAL4.05"
"GAL3.WT"	"GAL80.29"	"GAL4.06"
"GAL3.WT"	"GAL80.29"	"GAL4.07"
"GAL3.WT"	"GAL80.29"	"GAL4.08"
"GAL3.WT"	"GAL80.29"	"GAL4.09"
"GAL3.WT"	"GAL80.29"	"GAL4.10"
"GAL3.WT"	"GAL80.29"	"GAL4.11"
"GAL3.WT"	"GAL80.29"	"GAL4.12"
"GAL3.WT"	"GAL80.29"	"GAL4.13"
"GAL3.WT"	"GAL80.29"	"GAL4.14"
"GAL3.WT"	"GAL80.29"	"GAL4.15"
"GAL3.WT"	"GAL80.29"	"GAL4.16"
"GAL3.WT"	"GAL80.29"	"GAL4.17"
"GAL3.WT"	"GAL80.29"	"GAL4.18"
"GAL3.WT"	"GAL80.29"	"GAL4.19"
"GAL3.WT"	"GAL80.29"	"GAL4.20"
"GAL3.WT"	"GAL80.29"	"GAL4.21"
"GAL3.WT"	"GAL80.29"	"GAL4.22"
"GAL3.WT"	"GAL80.29"	"GAL4.23"
"GAL3.WT"	"GAL80.29"	"GAL4.24"
"GAL3.WT"	"GAL80.29"	"GAL4.25"
"GAL3.WT"	"GAL80.29"	"GAL4.26"
"GAL3.WT"	"GAL80.29"	"GAL4.27"
"GAL3.WT"	"GAL80.29"	"GAL4.28"
"GAL3.WT"	"GAL80.29"	"GAL4.29"
"GAL3.WT"	"GAL80.29"	"GAL4.30"
"GAL3.WT"	"GAL80.29"	"GAL4.31"
"GAL3.WT"	"GAL80.29"	"GAL4.32"
"GAL3.WT"	"GAL80.29"	"GAL4.33"
"GAL3.WT"	"GAL80.29"	"GAL4.34"
"GAL3.WT"	"GAL80.29"	"GAL4.35"
"GAL3.WT"	"GAL80.29"	"GAL4.36"
"GAL3.WT"	"GAL80.29"	"GAL4.37"
"GAL3.WT"	"GAL80.29"	"GAL4.38"
"GAL3.WT"	"GAL80.29"	"GAL4.39"
"GAL3.WT"	"GAL80.29"	"GAL4.40"
"GAL3.WT"	"GAL80.29"	"GAL4.41"
"GAL3.WT"	"GAL80.29"	"GAL4.42"
"GAL3.WT"	"GAL80.29"	"GAL4.43"
"GAL3.WT"	"GAL80.29"	"GAL4.44"
"GAL3.WT"	"GAL80.29"	"GAL4.45"
"GAL3.WT"	"GAL80.29"	"GAL4.46"
"GAL3.WT"	"GAL80.29"	"GAL4.47"
"GAL3.WT"	"GAL80.29"	"GAL4.48"
"GAL3.WT"	"GAL80.30"	"GAL4.01"
"GAL3.WT"	"GAL80.30"	"GAL4.02"
"GAL3.WT"	"GAL80.30"	"GAL4.03"
"GAL3.WT"	"GAL80.30"	"GAL4.04"
"GAL3.WT"	"GAL80.30"	"GAL4.05"
"GAL3.WT"	"GAL80.30"	"GAL4.06"
"GAL3.WT"	"GAL80.30"	"GAL4.07"
"GAL3.WT"	"GAL80.30"	"GAL4.08"
"GAL3.WT"	"GAL80.30"	"GAL4.09"
"GAL3.WT"	"GAL80.30"	"GAL4.10"
"GAL3.WT"	"GAL80.30"	"GAL4.11"
"GAL3.WT"	"GAL80.30"	"GAL4.12"
"GAL3.WT"	"GAL80.30"	"GAL4.13"
"GAL3.WT"	"GAL80.30"	"GAL4.14"
"GAL3.WT"	"GAL80.30"	"GAL4.15"
"GAL3.WT"	"GAL80.30"	"GAL4.16"
"GAL3.WT"	"GAL80.30"	"GAL4.17"
"GAL3.WT"	"GAL80.30"	"GAL4.18"
"GAL3.WT"	"GAL80.30"	"GAL4.19"
"GAL3.WT"	"GAL80.30"	"GAL4.20"
"GAL3.WT"	"GAL80.30"	"GAL4.21"
"GAL3.WT"	"GAL80.30"	"GAL4.22"
"GAL3.WT"	"GAL80.30"	"GAL4.23"
"GAL3.WT"	"GAL80.30"	"GAL4.24"
"GAL3.WT"	"GAL80.30"	"GAL4.25"
"GAL3.WT"	"GAL80.30"	"GAL4.26"
"GAL3.WT"	"GAL80.30"	"GAL4.27"
"GAL3.WT"	"GAL80.30"	"GAL4.28"
"GAL3.WT"	"GAL80.30"	"GAL4.29"
"GAL3.WT"	"GAL80.30"	"GAL4.30"
"GAL3.WT"	"GAL80.30"	"GAL4.31"
"GAL3.WT"	"GAL80.30"	"GAL4.32"
"GAL3.WT"	"GAL80.30"	"GAL4.33"
"GAL3.WT"	"GAL80.30"	"GAL4.34"
"GAL3.WT"	"GAL80.30"	"GAL4.35"
"GAL3.WT"	"GAL80.30"	"GAL4.36"
"GAL3.WT"	"GAL80.30"	"GAL4.37"
"GAL3.WT"	"GAL80.30"	"GAL4.38"
"GAL3.WT"	"GAL80.30"	"GAL4.39"
"GAL3.WT"	"GAL80.30"	"GAL4.40"
"GAL3.WT"	"GAL80.30"	"GAL4.41"
"GAL3.WT"	"GAL80.30"	"GAL4.42"
"GAL3.WT"	"GAL80.30"	"GAL4.43"
"GAL3.WT"	"GAL80.30"	"GAL4.44"
"GAL3.WT"	"GAL80.30"	"GAL4.45"
"GAL3.WT"	"GAL80.30"	"GAL4.46"
"GAL3.WT"	"GAL80.30"	"GAL4.47"
"GAL3.WT"	"GAL80.30"	"GAL4.48"
"GAL3.WT"	"GAL80.31"	"GAL4.01"
"GAL3.WT"	"GAL80.31"	"GAL4.02"
"GAL3.WT"	"GAL80.31"	"GAL4.03"
"GAL3.WT"	"GAL80.31"	"GAL4.04"
"GAL3.WT"	"GAL80.31"	"GAL4.05"
"GAL3.WT"	"GAL80.31"	"GAL4.06"
"GAL3.WT"	"GAL80.31"	"GAL4.07"
"GAL3.WT"	"GAL80.31"	"GAL4.08"
"GAL3.WT"	"GAL80.31"	"GAL4.09"
"GAL3.WT"	"GAL80.31"	"GAL4.10"
"GAL3.WT"	"GAL80.31"	"GAL4.11"
"GAL3.WT"	"GAL80.31"	"GAL4.12"
"GAL3.WT"	"GAL80.31"	"GAL4.13"
"GAL3.WT"	"GAL80.31"	"GAL4.14"
"GAL3.WT"	"GAL80.31"	"GAL4.15"
"GAL3.WT"	"GAL80.31"	"GAL4.16"
"GAL3.WT"	"GAL80.31"	"GAL4.17"
"GAL3.WT"	"GAL80.31"	"GAL4.18"
"GAL3.WT"	"GAL80.31"	"GAL4.19"
"GAL3.WT"	"GAL80.31"	"GAL4.20"
"GAL3.WT"	"GAL80.31"	"GAL4.21"
"GAL3.WT"	"GAL80.31"	"GAL4.22"
"GAL3.WT"	"GAL80.31"	"GAL4.23"
"GAL3.WT"	"GAL80.31"	"GAL4.24"
"GAL3.WT"	"GAL80.31"	"GAL4.25"
"GAL3.WT"	"GAL80.31"	"GAL4.26"
"GAL3.WT"	"GAL80.31"	"GAL4.27"
"GAL3.WT"	"GAL80.31"	"GAL4.28"
"GAL3.WT"	"GAL80.31"	"GAL4.29"
"GAL3.WT"	"GAL80.31"	"GAL4.30"
"GAL3.WT"	"GAL80.31"	"GAL4.31"
"GAL3.WT"	"GAL80.31"	"GAL4.32"
"GAL3.WT"	"GAL80.31"	"GAL4.33"
"GAL3.WT"	"GAL80.31"	"GAL4.34"
"GAL3.WT"	"GAL80.31"	"GAL4.35"
"GAL3.WT"	"GAL80.31"	"GAL4.36"
"GAL3.WT"	"GAL80.31"	"GAL4.37"
"GAL3.WT"	"GAL80.31"	"GAL4.38"
"GAL3.WT"	"GAL80.31"	"GAL4.39"
"GAL3.WT"	"GAL80.31"	"GAL4.40"
"GAL3.WT"	"GAL80.31"	"GAL4.41"
"GAL3.WT"	"GAL80.31"	"GAL4.42"
"GAL3.WT"	"GAL80.31"	"GAL4.43"
"GAL3.WT"	"GAL80.31"	"GAL4.44"
"GAL3.WT"	"GAL80.31"	"GAL4.45"
"GAL3.WT"	"GAL80.31"	"GAL4.46"
"GAL3.WT"	"GAL80.31"	"GAL4.47"
"GAL3.WT"	"GAL80.31"	"GAL4.48"
"GAL3.WT"	"GAL80.32"	"GAL4.01"
"GAL3.WT"	"GAL80.32"	"GAL4.02"
"GAL3.WT"	"GAL80.32"	"GAL4.03"
"GAL3.WT"	"GAL80.32"	"GAL4.04"
"GAL3.WT"	"GAL80.32"	"GAL4.05"
"GAL3.WT"	"GAL80.32"	"GAL4.06"
"GAL3.WT"	"GAL80.32"	"GAL4.07"
"GAL3.WT"	"GAL80.32"	"GAL4.08"
"GAL3.WT"	"GAL80.32"	"GAL4.09"
"GAL3.WT"	"GAL80.32"	"GAL4.10"
"GAL3.WT"	"GAL80.32"	"GAL4.11"
"GAL3.WT"	"GAL80.32"	"GAL4.12"
"GAL3.WT"	"GAL80.32"	"GAL4.13"
"GAL3.WT"	"GAL80.32"	"GAL4.14"
"GAL3.WT"	"GAL80.32"	"GAL4.15"
"GAL3.WT"	"GAL80.32"	"GAL4.16"
"GAL3.WT"	"GAL80.32"	"GAL4.17"
"GAL3.WT"	"GAL80.32"	"GAL4.18"
"GAL3.WT"	"GAL80.32"	"GAL4.19"
"GAL3.WT"	"GAL80.32"	"GAL4.20"
"GAL3.WT"	"GAL80.32"	"GAL4.21"
"GAL3.WT"	"GAL80.32"	"GAL4.22"
"GAL3.WT"	"GAL80.32"	"GAL4.23"
"GAL3.WT"	"GAL80.32"	"GAL4.24"
"GAL3.WT"	"GAL80.32"	"GAL4.25"
"GAL3.WT"	"GAL80.32"	"GAL4.26"
"GAL3.WT"	"GAL80.32"	"GAL4.27"
"GAL3.WT"	"GAL80.32"	"GAL4.28"
"GAL3.WT"	"GAL80.32"	"GAL4.29"
"GAL3.WT"	"GAL80.32"	"GAL4.30"
"GAL3.WT"	"GAL80.32"	"GAL4.31"
"GAL3.WT"	"GAL80.32"	"GAL4.32"
"GAL3.WT"	"GAL80.32"	"GAL4.33"
